SR.NO,Country,Active military,Reserve military,Paramilitary_x,Total_x,"Per 1,000 capita(active)","Per 1,000 capita(total)",Code,Type,Indicator Name,1960_x,1961_x,1962_x,1963_x,1964_x,1965_x,1966_x,1967_x,1968_x,1969_x,1970_x,1971_x,1972_x,1973_x,1974_x,1975_x,1976_x,1977_x,1978_x,1979_x,1980_x,1981_x,1982_x,1983_x,1984_x,1985_x,1986_x,1987_x,1988_x,1989_x,1990_x,1991_x,1992_x,1993_x,1994_x,1995_x,1996_x,1997_x,1998_x,1999_x,2000_x,2001_x,2002_x,2003_x,2004_x,2005_x,2006_x,2007_x,2008_x,2009_x,2010_x,2011_x,2012_x,2013_x,2014_x,2015_x,2016_x,2017_x,2018_x,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960_y,1961_y,1962_y,1963_y,1964_y,1965_y,1966_y,1967_y,1968_y,1969_y,1970_y,1971_y,1972_y,1973_y,1974_y,1975_y,1976_y,1977_y,1978_y,1979_y,1980_y,1981_y,1982_y,1983_y,1984_y,1985_y,1986_y,1987_y,1988_y,1989_y,1990_y,1991_y,1992_y,1993_y,1994_y,1995_y,1996_y,1997_y,1998_y,1999_y,2000_y,2001_y,2002_y,2003_y,2004_y,2005_y,2006_y,2007_y,2008_y,2009_y,2010_y,2011_y,2012_y,2013_y,2014_y,2015_y,2016_y,2017_y,2018_y,2019,2020,Total_y,country_code,Active Personnel,Aircraft Carriers,Armored Vehicles,Attack Helicopters,Available Manpower,Coastline Coverage,Corvettes,Dedicated Attack,Defense Budget,Destroyers,External Debt,Fighters/Interceptors,Fit-for-Service,Foreign Exchange/Gold,Frigates,Helicopter Carriers,Helicopters,Labor Force,Merchant Marine Fleet,Mine Warfare,Navy Ships,Oil Consumption,Oil Production,Oil Proven Reserves,Paramilitary_y,Patrol Vessels,Ports / Trade Terminals,Purchasing Power Parity,Railway Coverage,Reaching Mil Age Annually,Reserve Personnel,Roadway Coverage,Rocket Projectors,Self-Propelled Artillery,Shared Borders,Special-Mission,Square Land Area,Submarines,Tanker Fleet,Tanks,Total Aircraft Strength,Total Population,Towed Artillery,Trainers,Transports,Waterways (usable)
95.0,Malawi,10700.0,0.0,4200.0,14900.0,0.5,0.8,MWI,Country,Military expenditure (current USD),,,,,,1771001.771,1848001.848,2133370.892,1881000.752,1959000.784,2055000.822,2343860.95,2697870.896,4711557.475,5304902.622,9362342.027,9205803.654,13625117.4,25570521.9,43029681.3,53134112.22,38506688.83,26977480.08,22217303.96,18839590.2,19811238.44,24743830.16,21643561.49,20167493.07,22781135.85,24312172.03,23704121.2,25238116.38,25728062.72,17060803.08,11047717.5,20152203.02,26407487.14,14474120.37,14402979.49,11727501.44,12681914.7,14815169.79,13118825.85,21965738.58,38213561.9,31090549.5,33599605.59,44464251.4,58797381.82,49984217.91,52804842.99,46155953.69,62925520.09,49454513.58,40793415.43,35748121.99,47416537.07,58369173.44,,,,,,,,,,,,,,,5.0,,,,,,,,0.0,,,,2.0,6.0,7.0,8.0,14.0,14.0,,,1.0,6.0,10.0,1.0,2.0,3.0,10.0,,,,2.0,,,,,,,,,,,,,,3.0,,,,1.0,2.0,2.0,2.0,0.0,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.0,Malaysia,113000.0,51600.0,267200.0,431800.0,3.6,13.6,MYS,Country,Military expenditure (current USD),51286741.89,42466728.95,43773397.53,60760089.11,84606790.76,118580173.9,148633551.3,143406877.0,148306884.2,143733544.1,199593626.1,228027756.5,251103009.0,296726189.3,397163356.3,440725547.0,439885582.5,637879477.3,607070689.6,778636837.2,1035886222.0,1446539243.0,1438303667.0,1342380183.0,1273659777.0,1076905728.0,894074625.0,1334714483.0,855741986.7,1019255475.0,1125007856.0,1571959986.0,1766520896.0,1923398172.0,2120597807.0,2444098387.0,2420963934.0,2089087477.0,1158657313.0,1663289474.0,1533157895.0,1934473684.0,2237894737.0,2881578947.0,2823157895.0,3120337779.0,3266197406.0,3970537327.0,4411795565.0,3964817705.0,3854285351.0,4692483660.0,4507252007.0,4915722759.0,4919244942.0,4532069852.0,4169374001.0,3494832257.0,3469828207.0,,,,,,,,,13.0,18.0,5.0,2.0,31.0,75.0,97.0,10.0,58.0,128.0,91.0,79.0,25.0,195.0,112.0,205.0,50.0,85.0,394.0,146.0,72.0,310.0,127.0,56.0,26.0,271.0,546.0,410.0,146.0,5.0,14.0,38.0,,34.0,13.0,13.0,308.0,848.0,33.0,563.0,39.0,730.0,25.0,28.0,152.0,147.0,63.0,59.0,408.0,519.0,500.0,1514.0,437.0,5.0,17.0,77.0,73.0,118.0,283.0,193.0,90.0,67.0,58.0,11250.0,MLY,115000.0,0.0,1708.0,0.0,15754121.0,4675.0,6.0,12.0,3792819200.0,0.0,224596000000.0,144.0,13072568.0,102400000000.0,3.0,0.0,41.0,15139000.0,1769.0,4.0,82.0,704000.0,645000.0,3600000000.0,100000.0,29.0,9.0,855600000000.0,1851.0,536310.0,52000.0,144403.0,54.0,0.0,2742.0,4.0,329847.0,2.0,4.0,48.0,144.0,33519406.0,196.0,39.0,18.0,7200.0
,Maldives,,,,,,,MDV,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,0.0,8.0,,,,,,,,15.0,,,,5.0,,,5.0,,,,,,,3.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.0,Mali,13000.0,0.0,7800.0,20800.0,0.7,1.1,MLI,Country,Military expenditure (current USD),,3922368.099,4342608.994,4375224.475,5174939.905,4647822.379,4636149.757,5081280.157,5251146.164,5673928.012,6150439.756,6323435.839,8332407.51,10974072.3,11632496.21,19130897.33,21761874.87,26050146.53,31020668.63,36197478.4,38337750.85,31648946.94,29518633.26,26767016.74,25402957.27,29826627.16,37539055.06,44254118.46,48011066.05,46080349.08,52155069.51,,,44497338.99,29898866.18,40468959.11,39683160.27,40262546.07,41020286.4,43852596.8,43681247.68,44881650.23,49355225.63,66758430.83,77420331.83,86450742.04,96004895.87,110376888.0,142919351.1,144434608.4,146786545.7,161062674.6,148865779.9,153833697.7,218118382.3,309170682.2,362398902.2,458709424.7,495165301.0,,,,,,,,,,,,3.0,10.0,4.0,,,1.0,10.0,,2.0,,15.0,,,,9.0,89.0,,,,,91.0,4.0,15.0,13.0,0.0,,,1.0,,1.0,,,,0.0,,,9.0,4.0,,7.0,,1.0,4.0,,13.0,,8.0,3.0,10.0,,0.0,9.0,6.0,1.0,,21.0,31.0,25.0,17.0,44.0,481.0,MAL,18000.0,0.0,264.0,7.0,6242633.0,0.0,0.0,0.0,591260000.0,0.0,4192000000.0,29.0,3926818.0,647800000.0,0.0,0.0,9.0,6447000.0,0.0,0.0,0.0,22000.0,0.0,0.0,2000.0,0.0,1.0,44000000000.0,593.0,322200.0,0.0,139107.0,32.0,0.0,7908.0,1.0,1240192.0,0.0,0.0,80.0,29.0,20137527.0,50.0,4.0,6.0,0.0
98.0,Malta,1950.0,180.0,0.0,2130.0,4.3,4.7,MLT,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,12948712.08,16531995.1,23148953.51,22383605.51,21308781.46,21152027.67,21744818.12,26692690.81,24637705.57,27870262.14,31144859.96,33296174.82,31142214.89,29081268.41,27986620.66,25353948.05,27119323.11,28403690.8,34125502.0,40526469.19,52498963.32,44434425.84,49263377.12,56032519.13,59110111.51,58728949.93,55893126.48,49922008.91,53789438.88,56514879.92,51796606.41,59672922.99,64235888.17,69284609.85,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,8.0,,1.0,,,,,,,,,,,,13.0,,,0.0,1.0,6.0,0.0,,0.0,0.0,,,,18.0,,,,,,8.0,8.0,,12.0,10.0,6.0,8.0,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marshall Islands,,,,,,,MHL,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.0,Mauritania,15850.0,0.0,5000.0,20850.0,4.1,5.4,MRT,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,41058571.71,42460504.2,43720551.23,42983864.11,38879724.51,40181617.44,39440703.49,39378674.16,30155786.96,29488165.08,31987855.25,37887510.75,41599441.57,25610687.83,31959678.11,37878312.26,51852489.35,36281137.41,62449150.29,,66659636.65,81906180.19,,123323383.8,114824329.4,,,142299912.3,144215483.5,144844330.7,132931217.7,136064876.0,143769318.6,159013353.0,,,,,,,,,,,2.0,1.0,1.0,6.0,1.0,1.0,,,,,11.0,13.0,,1.0,5.0,5.0,10.0,24.0,17.0,24.0,,19.0,16.0,,0.0,3.0,,,,8.0,16.0,18.0,,,16.0,2.0,2.0,8.0,4.0,,31.0,,27.0,7.0,,,,,,,9.0,5.0,11.0,,8.0,1.0,35.0,,1.0,34.0,,400.0,MAU,16000.0,0.0,100.0,0.0,1590921.0,754.0,0.0,4.0,194475000.0,0.0,4150000000.0,25.0,1113645.0,875000000.0,0.0,0.0,4.0,1437000.0,5.0,0.0,5.0,17000.0,4000.0,20000000.0,5000.0,3.0,2.0,23000000000.0,728.0,77506.0,0.0,12253.0,0.0,0.0,5002.0,2.0,1030700.0,0.0,0.0,30.0,25.0,4079284.0,100.0,9.0,6.0,0.0
100.0,Mauritius,0.0,0.0,2550.0,2550.0,0.0,1.9,MUS,Country,Military expenditure (current USD),,,,,,,,,270900.2709,336600.3366,414000.414,473954.3837,543220.6993,643113.9947,789047.3218,1086812.239,1317065.578,1422666.713,1752316.546,2480933.275,5537271.498,5332041.26,2828236.376,2934342.485,2623131.381,2363606.929,2896096.952,3649578.357,4688302.314,6327951.842,9183570.491,10496859.89,11427598.44,10777425.2,11853856.26,13447369.48,12973518.09,9801826.445,8456738.925,9040808.71,9360142.631,8977215.381,9502035.912,10882927.44,10935141.92,10886148.05,10814271.43,11632288.74,15580188.94,15316115.87,14874416.91,17512018.39,16662229.62,23200896.38,19743974.92,21065693.01,22958748.56,23823068.18,23202895.56,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,2.0,,,,,3.0,,,,,,1.0,,,,,7.0,,,8.0,,,29.0,1.0,,,,,,,7.0,,,,,,,,,,28.0,,26.0,19.0,,,,130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.0,Mexico,216000.0,81500.0,111900.0,409400.0,1.7,3.3,MEX,Country,Military expenditure (current USD),84000000.0,86400000.0,99200000.0,112000000.0,120000000.0,119200000.0,130400000.0,133600000.0,148800000.0,180000000.0,176800000.0,191200000.0,242400000.0,300800000.0,407200000.0,504800000.0,531576968.5,437692985.8,518287192.6,679663588.4,810422203.8,1284948561.0,858130162.7,778556797.2,1155945373.0,1241863652.0,817296611.7,813391574.4,981914645.6,1153375828.0,1327241698.0,1599507028.0,2000064622.0,2327305641.0,2888815805.0,1712924668.0,2063965155.0,2394152398.0,2480943604.0,2908141919.0,3323124172.0,3540226539.0,3479509029.0,3245342478.0,3129009392.0,3621523413.0,4082501468.0,4779835655.0,4939665939.0,4855514856.0,5897198481.0,6471388439.0,6978776719.0,7837613530.0,8663381606.0,7739521462.0,6019769275.0,5781437375.0,6567509336.0,,7.0,,6.0,,,,,16.0,2.0,21.0,30.0,109.0,60.0,38.0,11.0,21.0,14.0,,,82.0,48.0,15.0,158.0,61.0,104.0,69.0,39.0,68.0,62.0,78.0,118.0,345.0,117.0,,8.0,144.0,155.0,98.0,64.0,35.0,45.0,19.0,160.0,133.0,50.0,87.0,485.0,23.0,141.0,227.0,152.0,96.0,31.0,320.0,33.0,75.0,,25.0,59.0,109.0,228.0,257.0,51.0,85.0,319.0,320.0,212.0,16.0,,257.0,6219.0,MEX,250000.0,0.0,3435.0,0.0,61197464.0,9330.0,7.0,33.0,6456000000.0,0.0,456713000000.0,469.0,49609008.0,175300000000.0,5.0,0.0,159.0,50914000.0,671.0,0.0,154.0,1984000.0,1855000.0,6630000000.0,100000.0,126.0,14.0,2306320000000.0,20825.0,2213525.0,65000.0,398148.0,0.0,0.0,4389.0,25.0,1964375.0,0.0,0.0,0.0,469.0,130207371.0,200.0,204.0,45.0,2900.0
,Micronesia,,,,,,,FSM,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,14.0,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Middle East & North Africa,,,,,,,MEA,Semi Autonomous Region,Military expenditure (current USD),,,1125192644.0,1271785046.0,1612076318.0,1868815256.0,2123457137.0,2561185051.0,3092527699.0,3862044699.0,4740392697.0,4898392461.0,5434448570.0,8075325076.0,13160312519.0,16109376812.0,18294012645.0,31636892359.0,34585261555.0,36102076213.0,43135606777.0,52423006078.0,54348336081.0,49369620348.0,50690858646.0,47410788612.0,30196920409.0,50639365262.0,55017200318.0,47151069311.0,59165538527.0,67750094771.0,60608956583.0,39549495272.0,39669119298.0,38022961315.0,39528143259.0,49712003964.0,53691356725.0,51751592609.0,57875656700.0,62343664234.0,53693332985.0,56740345495.0,63679210614.0,71185956483.0,79907305177.0,92654272932.0,108000000000.0,115000000000.0,126000000000.0,139000000000.0,154000000000.0,172000000000.0,183000000000.0,163000000000.0,136000000000.0,144000000000.0,140000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Middle East & North Africa (IDA & IBRD countries),,,,,,,TMN,Regions Clubbed Economically,Military expenditure (current USD),,,830366247.1,898756403.6,1209936500.0,1377119765.0,1447511441.0,1619448661.0,2063859061.0,2560708874.0,2940450713.0,2926376519.0,2884692070.0,3692077785.0,9018175972.0,11811320228.0,14029958785.0,15567772469.0,16635149106.0,13468421663.0,15663928616.0,19848617714.0,18408933630.0,19260333505.0,19718052260.0,21042347835.0,23014665191.0,26640910390.0,29902331139.0,23794707450.0,23973651073.0,25485869356.0,28847511037.0,9615943062.0,11480428475.0,10305380499.0,11552504467.0,14266542970.0,15714397096.0,16534094810.0,17969079399.0,21006532269.0,13822928320.0,14895915019.0,17799251116.0,20568797356.0,23297586768.0,26980442528.0,33267383030.0,35336902862.0,38062236170.0,43058914279.0,46439276405.0,48117797841.0,45878272261.0,44183408607.0,41653978701.0,42887738360.0,41480239074.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Middle East & North Africa (excluding high income),,,,,,,MNA,Regions Clubbed Economically,Military expenditure (current USD),,,830366247.1,898756403.6,1209936500.0,1377119765.0,1447511441.0,1619448661.0,2063859061.0,2560708874.0,2940450713.0,2926376519.0,2884692070.0,3692077785.0,9018175972.0,11811320228.0,14029958785.0,15567772469.0,16635149106.0,13468421663.0,15663928616.0,19848617714.0,18408933630.0,19260333505.0,19718052260.0,21042347835.0,23014665191.0,26640910390.0,29902331139.0,23794707450.0,23973651073.0,25485869356.0,28847511037.0,9615943062.0,11480428475.0,10305380499.0,11552504467.0,14266542970.0,15714397096.0,16534094810.0,17969079399.0,21006532269.0,13822928320.0,14895915019.0,17799251116.0,20568797356.0,23297586768.0,26980442528.0,33267383030.0,35336902862.0,38062236170.0,43058914279.0,46439276405.0,48117797841.0,45878272261.0,44183408607.0,41653978701.0,42887738360.0,41480239074.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Middle income,,,,,,,MIC,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84780841139.0,86883087484.0,82332986401.0,86807194242.0,83079532716.0,92978914996.0,105000000000.0,115000000000.0,123000000000.0,113000000000.0,116000000000.0,126000000000.0,134000000000.0,135000000000.0,161000000000.0,189000000000.0,222000000000.0,221000000000.0,270000000000.0,330000000000.0,348000000000.0,391000000000.0,444000000000.0,487000000000.0,529000000000.0,543000000000.0,521000000000.0,525000000000.0,557000000000.0,574000000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.0,Moldova,5150.0,58000.0,900.0,64050.0,1.5,18.6,MDA,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13345789.4,15354611.16,17410750.98,10613141.68,5990984.994,5090797.96,5961865.823,6978372.204,8246742.537,9378005.953,11960379.69,16449497.76,22718473.79,36845650.5,24906387.27,18335718.27,22966963.69,23870072.82,26710522.13,27565618.85,23051814.59,29656360.86,30629080.99,33957719.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,MOL,6000.0,0.0,381.0,0.0,1994325.0,0.0,0.0,0.0,47640000.0,0.0,7232000000.0,3.0,1655290.0,2803000000.0,0.0,0.0,2.0,1295000.0,147.0,0.0,0.0,18000.0,0.0,0.0,1000.0,0.0,0.0,32260000000.0,1171.0,66478.0,12000.0,9352.0,25.0,9.0,1885.0,0.0,33851.0,0.0,0.0,10.0,3.0,3323875.0,69.0,0.0,1.0,558.0
,Monaco,,,,,,,MCO,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.0,Mongolia,9700.0,137000.0,7500.0,154200.0,3.1,49.7,MNG,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110838314.6,33041891.2,14057102.96,16393641.22,21281148.79,21608196.89,18692594.36,19920839.93,18021861.88,24265559.55,23124715.31,25282128.41,24333211.23,27749093.06,29797967.23,39189624.48,56561859.19,66749871.33,37633746.0,54855717.51,87157848.16,113622769.9,103464069.9,105102478.6,101705866.0,96365298.28,82755201.79,96067489.86,,5.0,28.0,5.0,3.0,10.0,9.0,12.0,12.0,,10.0,66.0,90.0,86.0,120.0,137.0,116.0,63.0,15.0,14.0,15.0,13.0,8.0,58.0,76.0,190.0,26.0,24.0,42.0,29.0,60.0,72.0,152.0,114.0,110.0,98.0,27.0,36.0,27.0,,,,,,,,,,,,,,,,,,,,14.0,,27.0,3.0,79.0,,,74.0,,,,17.0,,2188.0,MON,9000.0,0.0,770.0,0.0,1823380.0,0.0,0.0,0.0,91980000.0,0.0,29945000000.0,11.0,1513086.0,3016000000.0,0.0,0.0,6.0,1241000.0,302.0,0.0,0.0,27000.0,20000.0,0.0,10000.0,0.0,0.0,37600000000.0,1815.0,60779.0,50000.0,113200.0,130.0,0.0,8082.0,0.0,1564116.0,0.0,0.0,470.0,11.0,3198913.0,300.0,2.0,3.0,580.0
104.0,Montenegro,2350.0,0.0,10100.0,12450.0,3.8,20.3,MNE,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60811819.13,62347815.51,64190474.63,85106382.98,76683387.91,75094861.9,79376663.82,67712201.3,64836243.08,67544018.04,56891427.3,61714551.61,65734886.38,83806050.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,15.0,,4.0,20.0,MTN,2000.0,0.0,100.0,0.0,145.0,294.0,0.0,0.0,74074500.0,0.0,2516000000.0,11.0,86253.0,1077000000.0,0.0,0.0,11.0,167000.0,17.0,0.0,13.0,6000.0,0.0,0.0,10000.0,5.0,1.0,11500000000.0,250.0,3644.0,0.0,7762.0,18.0,0.0,680.0,0.0,13812.0,0.0,0.0,0.0,11.0,607414.0,12.0,0.0,0.0,0.0
105.0,Morocco,195800.0,150000.0,50000.0,395800.0,5.7,11.5,MAR,Country,Military expenditure (current USD),41596762.37,48275957.47,53848540.36,74893933.2,69993222.0,63175700.38,67938085.05,70348918.78,90900288.31,84972008.64,88924195.09,111288010.2,140446991.6,185783993.8,241889161.2,413326127.9,577239433.3,731455472.0,772559382.0,896353802.0,1117955622.0,975581462.8,959485440.9,628153423.0,512454401.2,692472049.7,728545632.7,815386106.1,917269144.8,990555090.2,1069720492.0,1148445710.0,1228526553.0,1251786538.0,1365250019.0,1437898701.0,1447128689.0,1400949501.0,1444959716.0,1207516610.0,859151483.2,1470317615.0,1474874326.0,1819230070.0,1937523822.0,2031131381.0,2134594876.0,2408350250.0,2944958473.0,3055069442.0,3160804832.0,3342698956.0,3402700836.0,4065552317.0,4048610929.0,3268363376.0,3327031890.0,3461461531.0,3696856945.0,,,,,,,28.0,12.0,10.0,13.0,22.0,37.0,93.0,14.0,16.0,82.0,153.0,141.0,81.0,41.0,80.0,1.0,,21.0,198.0,206.0,216.0,408.0,419.0,723.0,453.0,780.0,517.0,386.0,59.0,38.0,31.0,32.0,111.0,126.0,137.0,62.0,17.0,98.0,117.0,28.0,89.0,220.0,,60.0,125.0,11.0,155.0,12.0,14.0,101.0,47.0,27.0,46.0,39.0,309.0,1409.0,895.0,62.0,572.0,47.0,287.0,605.0,462.0,48.0,12.0,11657.0,MOR,200000.0,0.0,3500.0,0.0,17549670.0,1835.0,1.0,0.0,5438823613.0,0.0,52957000000.0,249.0,14917220.0,26270000000.0,6.0,0.0,64.0,10399000.0,93.0,0.0,121.0,278000.0,160.0,684000.0,25000.0,22.0,7.0,259420000000.0,2067.0,621551.0,100000.0,57300.0,144.0,517.0,2363.0,4.0,446550.0,0.0,2.0,3335.0,249.0,36561813.0,211.0,67.0,29.0,0.0
106.0,Mozambique,11200.0,0.0,0.0,11200.0,0.4,0.4,MOZ,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,39135467.92,76333333.33,78000000.0,92283380.97,99294190.87,102992610.5,116316977.5,136654509.1,148214364.3,170669991.0,83582418.11,63852700.4,79069105.59,84598999.67,71803523.25,59605412.17,59366482.2,72864691.92,33465088.27,36037790.98,42014622.82,49264817.34,56516191.65,55361458.44,50619215.98,53509586.96,59771342.55,77630605.86,62247951.09,57439135.78,68625364.26,83709455.73,84302809.4,99189931.71,118871183.0,139100553.3,157892114.4,173752180.8,119657390.7,112203469.3,128320232.4,145206801.9,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,33.0,150.0,492.0,111.0,52.0,60.0,64.0,59.0,94.0,73.0,6.0,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,0.0,0.0,9.0,15.0,0.0,2.0,,,22.0,1.0,1274.0,MOZ,11000.0,0.0,317.0,2.0,13590735.0,2470.0,0.0,0.0,140200000.0,0.0,10910000000.0,18.0,7196912.0,3361000000.0,0.0,0.0,8.0,12900000.0,30.0,0.0,8.0,26000.0,0.0,0.0,0.0,8.0,3.0,38420000000.0,4787.0,494209.0,0.0,31083.0,12.0,0.0,4783.0,0.0,799380.0,0.0,0.0,90.0,18.0,30888034.0,270.0,1.0,1.0,460.0
,Mujahedin (Afghanistan)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,7.0,7.0,29.0,59.0,21.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.0,Myanmar,406000.0,0.0,107000.0,513000.0,7.3,9.2,MMR,Country,Military expenditure (current USD),89512589.51,85617085.62,90704340.7,100322350.3,97912597.91,107241857.2,105456855.5,102039102.0,104590604.6,114418614.4,122781872.8,127758749.5,117181275.2,152452317.5,159999341.9,138923723.2,155142207.5,169293678.2,183429289.3,190866354.1,202083467.2,205288116.6,195419415.6,192169991.5,188720829.3,196758644.7,231843369.6,203653743.5,255256828.5,550194633.8,814025583.1,942677085.2,1370457677.0,2061809624.0,2801966892.0,3932079181.0,4675441102.0,4780529108.0,5873097951.0,6950081056.0,9030564409.0,9464417217.0,11000356816.0,24189109503.0,29853914083.0,32954262251.0,,,,,,,2969236076.0,2366989085.0,2372895303.0,2552370442.0,2455784120.0,2221961060.0,2030465547.0,4.0,0.0,0.0,16.0,39.0,47.0,30.0,53.0,61.0,29.0,6.0,17.0,14.0,27.0,18.0,19.0,3.0,13.0,6.0,22.0,4.0,23.0,4.0,,,53.0,10.0,9.0,25.0,21.0,41.0,,38.0,,,,9.0,,,34.0,266.0,232.0,29.0,323.0,97.0,223.0,118.0,231.0,156.0,141.0,16.0,154.0,157.0,99.0,194.0,160.0,175.0,153.0,80.0,62.0,59.0,668.0,395.0,250.0,102.0,244.0,283.0,215.0,188.0,193.0,212.0,6571.0,MYA,400000.0,0.0,1587.0,9.0,30246622.0,1930.0,3.0,21.0,2285700000.0,0.0,6594000000.0,280.0,21800396.0,4924000000.0,5.0,0.0,80.0,22300000.0,95.0,2.0,155.0,123000.0,11000.0,139000000.0,50000.0,133.0,3.0,247240000000.0,5031.0,1027244.0,0.0,157000.0,486.0,190.0,6522.0,5.0,676578.0,1.0,0.0,664.0,280.0,57069099.0,1869.0,93.0,26.0,12800.0
,NATO**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,26.0,26.0,26.0,22.0,5.0,,,,,7.0,14.0,14.0,14.0,,,,,,,,,,,,1250.0,1250.0,1250.0,802.0,,,18.0,36.0,,,,,,,,,,18.0,,18.0,,,,,116.0,,,420.0,,,22.0,,,,12.0,25.0,21.0,70.0,399.0,5904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NLA (Macedonia)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
